age,status,orientation,body_type,diet,drinks,drugs,height,income,last_online,location,smokes,speaks,education,dropped out,job,religion,relig_imprt,sign,sign_imprt,asian,white,black,hispanic / latin,pacific islander,native american,middle eastern,indian,other,havekids,wantkids,likes_dog,likes_cat,has_dog,has_cat,status-single,status-available,status-seeing someone,status-married,orientation-straight,orientation-bisexual,orientation-gay,diet-anything,diet-other,diet-halal,diet-vegetarian,diet-vegan,diet-kosher,job-non-technical,job-artistic / musical / writer,job-other,job-technology,job-business and management,job-education,job-medicine / health,job-entertainment / media,job-law and government,religion-agnosticism,religion-christianity,religion-catholicism,religion-buddhism,religion-other,religion-atheism,religion-judaism,religion-hinduism,religion-islam,sign-gemini,sign-cancer,sign-sagittarius,sign-taurus,sign-pisces,sign-aquarius,sign-libra,sign-aries,sign-capricorn,sign-virgo,sign-leo,sign-scorpio,sex-m
20,single,straight,6,anything,0,0,76.0,-1,2012-06-18,"lafayette, california",0,1,1,0,education,agnosticism,1.0,gemini,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
33,single,straight,2,anything,3,0,69.0,80000,2012-06-28,"san francisco, california",2,3,2,0,business and management,atheism,0.0,taurus,0.0,1,0,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26,single,straight,5,anything,2,0,71.0,80000,2012-06-29,"san francisco, california",3,3,2,0,business and management,christianity,2.0,pisces,1.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,single,straight,11,anything,2,0,68.0,-1,2012-06-22,"san francisco, california",0,1,2,0,business and management,christianity,1.0,pisces,1.0,0,0,1,0,0,0,0,0,0,0,-1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
42,available,straight,5,anything,2,1,70.0,70000,2012-02-22,"emeryville, california",0,3,4,0,artistic / musical / writer,agnosticism,2.0,scorpio,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
23,single,straight,4,anything,2,0,67.0,-1,2012-06-17,"san francisco, california",0,2,2,0,other,other,0.0,taurus,0.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
48,single,straight,6,anything,2,0,67.0,-1,2012-06-30,"alameda, california",0,2,2,0,education,other,1.0,virgo,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22,single,bisexual,8,anything,2,0,65.0,-1,2012-02-20,"san francisco, california",0,1,2,0,education,catholicism,2.0,gemini,1.0,0,0,1,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31,single,straight,8,vegetarian,2,0,62.0,-1,2012-05-14,"emeryville, california",3,1,2,1,other,other,0.0,aquarius,1.0,0,0,0,1,0,0,1,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28,single,straight,4,anything,2,0,63.0,-1,2012-06-30,"oakland, california",0,1,4,0,artistic / musical / writer,agnosticism,1.0,leo,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31,single,straight,6,anything,2,0,73.0,-1,2012-06-29,"san francisco, california",0,2,2,0,technology,christianity,1.0,cancer,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
33,single,straight,7,vegan,5,2,72.0,1000000,2012-02-24,"san francisco, california",4,4,4,1,law and government,judaism,1.0,taurus,1.0,0,1,0,0,0,0,0,0,0,1,1.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
69,single,straight,8,anything,0,0,67.0,-1,2012-06-29,"berkeley, california",0,1,2,0,artistic / musical / writer,christianity,1.0,gemini,1.0,0,1,0,0,0,0,0,0,0,1,0.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33,single,straight,6,anything,2,0,72.0,50000,2012-06-27,"benicia, california",0,1,2,0,other,agnosticism,1.0,libra,0.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57,single,straight,8,anything,2,0,66.0,-1,2012-06-26,"berkeley, california",0,2,2,0,artistic / musical / writer,christianity,0.0,virgo,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,single,straight,6,anything,2,0,71.0,-1,2012-06-30,"san francisco, california",0,2,2,0,technology,judaism,0.0,pisces,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
28,seeing someone,straight,5,vegetarian,2,1,70.0,-1,2012-06-24,"san francisco, california",0,5,2,0,technology,agnosticism,2.0,taurus,0.0,1,1,0,0,0,0,0,0,0,0,1.0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
41,single,straight,4,anything,2,0,76.0,-1,2012-06-30,"san francisco, california",0,1,2,0,artistic / musical / writer,atheism,1.0,virgo,1.0,0,1,0,0,0,1,0,0,1,0,1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
27,single,straight,6,anything,2,0,70.0,-1,2012-06-30,"oakland, california",0,3,2,0,other,catholicism,2.0,sagittarius,1.0,0,0,0,0,0,0,0,0,1,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
62,single,straight,8,vegetarian,0,0,64.0,-1,2012-03-19,"san francisco, california",0,2,4,0,other,other,0.0,aries,0.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,single,straight,8,anything,2,0,67.0,-1,2012-06-29,"san francisco, california",0,5,2,0,other,catholicism,1.0,capricorn,1.0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31,single,straight,4,anything,2,0,67.0,-1,2012-06-29,"alameda, california",0,3,2,0,business and management,agnosticism,1.0,aries,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
52,single,straight,3,anything,0,0,67.0,-1,2012-06-29,"san mateo, california",0,1,2,0,business and management,christianity,2.0,scorpio,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
28,single,gay,5,vegetarian,3,0,62.0,30000,2012-06-30,"oakland, california",0,2,1,0,business and management,other,1.0,gemini,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
37,available,straight,0,anything,4,0,71.0,-1,2011-08-08,"san mateo, california",0,1,3,0,medicine / health,christianity,3.0,cancer,0.0,1,0,0,0,0,0,0,0,0,1,-1.0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
31,available,straight,3,anything,2,0,68.0,-1,2012-06-26,"san mateo, california",0,1,2,0,business and management,atheism,0.0,taurus,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
30,single,straight,9,anything,2,0,71.0,-1,2012-06-29,"san rafael, california",0,1,1,0,artistic / musical / writer,atheism,1.0,aquarius,1.0,1,0,1,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
47,single,straight,4,anything,2,0,71.0,50000,2012-06-30,"el cerrito, california",0,2,2,0,other,agnosticism,1.0,cancer,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29,single,straight,9,anything,2,0,73.0,40000,2012-06-30,"oakland, california",2,1,1,0,business and management,atheism,0.0,gemini,0.0,0,1,0,0,0,1,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
41,single,straight,6,anything,1,0,63.0,-1,2012-06-28,"alameda, california",0,2,2,0,medicine / health,judaism,1.0,aquarius,1.0,0,1,0,0,0,0,0,0,0,1,0.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,single,straight,4,anything,2,0,69.0,-1,2012-06-04,"san francisco, california",0,1,4,0,business and management,christianity,2.0,libra,0.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,single,straight,4,anything,2,1,74.0,20000,2012-06-29,"emeryville, california",0,3,2,0,education,agnosticism,1.0,sagittarius,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
42,single,straight,5,anything,2,0,70.0,-1,2012-06-16,"redwood city, california",0,3,3,0,medicine / health,agnosticism,1.0,sagittarius,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,single,straight,8,anything,2,0,67.0,-1,2012-06-24,"san francisco, california",0,1,2,0,non-technical,agnosticism,1.0,leo,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,single,straight,5,anything,1,0,68.0,-1,2012-06-30,"san mateo, california",0,2,2,0,business and management,agnosticism,1.0,leo,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
25,seeing someone,straight,2,anything,2,1,64.0,-1,2012-06-21,"san francisco, california",0,1,2,0,education,agnosticism,0.0,pisces,0.0,0,1,0,0,0,0,0,0,1,0,-1.0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,available,bisexual,8,anything,2,0,67.0,20000,2012-06-19,"oakland, california",2,2,2,1,other,atheism,1.0,virgo,0.0,0,1,0,1,0,1,0,0,0,-1,0.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,single,straight,8,vegan,2,0,65.0,-1,2012-06-28,"berkeley, california",0,3,5,0,education,buddhism,0.0,leo,2.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37,single,straight,3,anything,3,0,67.0,-1,2012-06-30,"san francisco, california",0,3,4,0,non-technical,catholicism,1.0,pisces,1.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
34,single,straight,9,anything,2,0,63.0,-1,2012-06-19,"oakland, california",0,3,4,0,education,christianity,1.0,scorpio,1.0,1,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22,single,straight,5,anything,2,0,74.0,-1,2011-12-01,"vallejo, california",0,2,2,0,education,atheism,1.0,virgo,2.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
45,available,straight,6,anything,3,1,68.0,100000,2012-06-30,"san francisco, california",1,1,1,0,medicine / health,catholicism,0.0,cancer,0.0,0,1,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
68,single,straight,6,vegetarian,2,0,68.0,20000,2012-06-27,"menlo park, california",0,3,5,0,other,other,0.0,capricorn,0.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
34,single,straight,5,anything,2,0,70.0,30000,2012-06-30,"san francisco, california",0,3,2,0,technology,atheism,1.0,capricorn,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
45,available,straight,5,anything,3,0,70.0,-1,2012-06-29,"oakland, california",0,3,2,0,technology,atheism,3.0,scorpio,0.0,0,1,0,0,0,0,0,0,0,-1,0.0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
43,single,straight,6,vegan,2,1,70.0,100000,2012-06-30,"san francisco, california",0,2,4,0,law and government,buddhism,2.0,taurus,0.0,0,1,0,1,0,1,0,0,0,0,0.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
42,single,straight,9,anything,2,0,71.0,-1,2012-06-29,"alameda, california",3,1,1,0,business and management,agnosticism,1.0,virgo,1.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
28,single,straight,5,anything,2,0,69.0,-1,2012-06-30,"san francisco, california",0,1,1,0,law and government,agnosticism,2.0,leo,0.0,0,0,0,1,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
28,seeing someone,straight,4,anything,2,1,72.0,30000,2012-06-05,"oakland, california",3,1,2,0,artistic / musical / writer,christianity,3.0,sagittarius,0.0,1,0,1,0,0,0,0,0,0,0,-1.0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36,single,straight,9,anything,2,0,70.0,-1,2012-06-29,"oakland, california",0,3,2,0,technology,judaism,1.0,capricorn,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
29,single,straight,3,anything,2,0,77.0,-1,2012-06-29,"san francisco, california",0,1,4,0,artistic / musical / writer,christianity,1.0,virgo,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,single,straight,6,anything,2,1,65.0,-1,2012-06-30,"san francisco, california",0,5,2,0,education,agnosticism,1.0,taurus,1.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,single,gay,9,anything,1,0,71.0,-1,2012-06-20,"san francisco, california",0,2,4,0,other,judaism,1.0,scorpio,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
34,single,gay,4,other,2,0,69.0,-1,2012-06-29,"oakland, california",0,1,4,0,other,catholicism,0.0,aries,1.0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
23,single,straight,2,anything,4,1,65.0,-1,2012-06-30,"san francisco, california",4,3,2,0,artistic / musical / writer,atheism,1.0,aries,1.0,1,0,0,0,0,0,0,0,0,0,0.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,single,straight,6,anything,2,0,62.0,-1,2012-06-28,"san francisco, california",0,2,2,0,artistic / musical / writer,christianity,1.0,sagittarius,1.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,available,bisexual,6,anything,3,1,68.0,-1,2012-03-29,"south san francisco, california",1,3,1,0,medicine / health,atheism,0.0,pisces,1.0,0,1,0,0,0,0,0,0,0,-1,0.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
38,available,bisexual,8,anything,2,0,66.0,-1,2012-06-26,"oakland, california",0,4,2,0,medicine / health,other,2.0,virgo,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34,single,straight,6,vegetarian,2,0,78.0,-1,2012-06-29,"berkeley, california",0,1,5,0,technology,agnosticism,2.0,virgo,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
21,single,straight,4,anything,2,0,71.0,-1,2012-06-18,"alameda, california",4,1,1,0,other,christianity,1.0,sagittarius,1.0,0,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,available,gay,3,anything,3,1,61.0,-1,2012-06-27,"pacifica, california",0,1,2,0,other,atheism,3.0,scorpio,1.0,0,1,0,0,0,0,0,0,0,-1,0.0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,single,straight,6,vegetarian,2,0,66.0,-1,2012-06-29,"berkeley, california",0,3,2,0,education,other,0.0,virgo,0.0,1,1,0,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
19,single,gay,9,anything,1,0,67.0,-1,2012-06-18,"san francisco, california",0,2,2,0,education,christianity,1.0,sagittarius,0.0,0,1,1,0,0,0,0,0,0,0,1.0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
49,single,straight,4,anything,2,0,67.0,30000,2012-06-29,"oakland, california",0,3,2,0,non-technical,agnosticism,1.0,taurus,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29,seeing someone,bisexual,11,anything,2,0,69.0,-1,2012-06-23,"richmond, california",0,1,2,0,medicine / health,atheism,1.0,capricorn,1.0,0,1,0,0,0,0,0,0,0,1,-1.0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,single,straight,5,anything,2,0,66.0,20000,2012-06-27,"rodeo, california",0,3,2,0,non-technical,hinduism,1.0,virgo,0.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
22,single,straight,5,anything,2,0,72.0,-1,2012-06-30,"mountain view, california",0,1,4,0,technology,agnosticism,1.0,leo,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
30,single,straight,6,anything,2,1,68.0,-1,2012-06-30,"san francisco, california",0,4,4,0,medicine / health,judaism,1.0,virgo,0.0,0,1,0,0,0,0,0,0,0,0,1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
25,single,straight,5,anything,2,0,67.0,-1,2012-04-15,"san francisco, california",0,3,4,0,business and management,other,0.0,cancer,0.0,1,0,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
42,single,straight,3,anything,3,1,72.0,80000,2012-06-27,"san francisco, california",0,2,5,0,medicine / health,buddhism,1.0,aries,1.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28,single,straight,6,anything,2,0,70.0,-1,2012-06-28,"san francisco, california",3,3,4,0,technology,hinduism,0.0,pisces,1.0,1,0,0,0,0,0,0,1,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
26,single,straight,4,anything,2,0,71.0,70000,2012-06-30,"oakland, california",0,3,2,0,technology,agnosticism,0.0,libra,0.0,0,1,0,0,0,0,0,0,0,0,-1.0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
